filename,note,frequency_hz,duration_s,seed,has_harmonics,num_harmonics,harmonic_decay,has_vibrato,vibrato_rate_hz,vibrato_depth_cents,snr_db,created_utc
C3.wav,C3,130.81,1.0,12345,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:31.696635
C#3.wav,C#3,138.59,1.0,12346,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:31.730563
D3.wav,D3,146.83,1.0,12347,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:31.795375
D#3.wav,D#3,155.56,1.0,12348,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:31.843000
E3.wav,E3,164.81,1.0,12349,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:31.903943
F3.wav,F3,174.61,1.0,12350,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:31.966326
F#3.wav,F#3,185.0,1.0,12351,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.018783
G3.wav,G3,196.0,1.0,12352,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.053832
G#3.wav,G#3,207.65,1.0,12353,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.114522
A3.wav,A3,220.0,1.0,12354,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.175547
A#3.wav,A#3,233.08,1.0,12355,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.211858
B3.wav,B3,246.94,1.0,12356,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.275351
C4.wav,C4,261.63,1.0,12357,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.337891
C#4.wav,C#4,277.18,1.0,12358,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.403579
D4.wav,D4,293.66,1.0,12359,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.466814
D#4.wav,D#4,311.13,1.0,12360,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.534298
E4.wav,E4,329.63,1.0,12361,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.566881
F4.wav,F4,349.23,1.0,12362,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.600700
F#4.wav,F#4,369.99,1.0,12363,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.664527
G4.wav,G4,392.0,1.0,12364,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.728681
G#4.wav,G#4,415.3,1.0,12365,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.760418
A4.wav,A4,440.0,1.0,12366,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.795419
A#4.wav,A#4,466.16,1.0,12367,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.849392
B4.wav,B4,493.88,1.0,12368,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.911358
C5.wav,C5,523.25,1.0,12369,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:32.972391
C#5.wav,C#5,554.37,1.0,12370,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.031358
D5.wav,D5,587.33,1.0,12371,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.092359
D#5.wav,D#5,622.25,1.0,12372,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.155513
E5.wav,E5,659.25,1.0,12373,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.196962
F5.wav,F5,698.46,1.0,12374,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.228628
F#5.wav,F#5,739.99,1.0,12375,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.290492
G5.wav,G5,783.99,1.0,12376,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.392653
G#5.wav,G#5,830.61,1.0,12377,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.458556
A5.wav,A5,880.0,1.0,12378,True,60,0.5,True,6.0,100,10,2025-09-19T14:38:33.517814
