filename,note,frequency_hz,duration_s,seed,has_harmonics,num_harmonics,harmonic_decay,has_vibrato,vibrato_rate_hz,vibrato_depth_cents,snr_db,created_utc
C3.wav,C3,130.81,1.0,12345,True,600,0.5,False,0,0,,2025-09-19T07:34:16.634694
C#3.wav,C#3,138.59,1.0,12346,True,600,0.5,False,0,0,,2025-09-19T07:34:17.135830
D3.wav,D3,146.83,1.0,12347,True,600,0.5,False,0,0,,2025-09-19T07:34:17.677636
D#3.wav,D#3,155.56,1.0,12348,True,600,0.5,False,0,0,,2025-09-19T07:34:18.265701
E3.wav,E3,164.81,1.0,12349,True,600,0.5,False,0,0,,2025-09-19T07:34:18.905794
F3.wav,F3,174.61,1.0,12350,True,600,0.5,False,0,0,,2025-09-19T07:34:19.499626
F#3.wav,F#3,185.0,1.0,12351,True,600,0.5,False,0,0,,2025-09-19T07:34:19.908667
G3.wav,G3,196.0,1.0,12352,True,600,0.5,False,0,0,,2025-09-19T07:34:20.409138
G#3.wav,G#3,207.65,1.0,12353,True,600,0.5,False,0,0,,2025-09-19T07:34:20.871073
A3.wav,A3,220.0,1.0,12354,True,600,0.5,False,0,0,,2025-09-19T07:34:21.715805
A#3.wav,A#3,233.08,1.0,12355,True,600,0.5,False,0,0,,2025-09-19T07:34:22.788001
B3.wav,B3,246.94,1.0,12356,True,600,0.5,False,0,0,,2025-09-19T07:34:23.550092
C4.wav,C4,261.63,1.0,12357,True,600,0.5,False,0,0,,2025-09-19T07:34:24.186047
C#4.wav,C#4,277.18,1.0,12358,True,600,0.5,False,0,0,,2025-09-19T07:34:24.672652
D4.wav,D4,293.66,1.0,12359,True,600,0.5,False,0,0,,2025-09-19T07:34:24.984889
D#4.wav,D#4,311.13,1.0,12360,True,600,0.5,False,0,0,,2025-09-19T07:34:25.357981
E4.wav,E4,329.63,1.0,12361,True,600,0.5,False,0,0,,2025-09-19T07:34:25.747305
F4.wav,F4,349.23,1.0,12362,True,600,0.5,False,0,0,,2025-09-19T07:34:26.201647
F#4.wav,F#4,369.99,1.0,12363,True,600,0.5,False,0,0,,2025-09-19T07:34:26.587868
G4.wav,G4,392.0,1.0,12364,True,600,0.5,False,0,0,,2025-09-19T07:34:27.035794
G#4.wav,G#4,415.3,1.0,12365,True,600,0.5,False,0,0,,2025-09-19T07:34:27.445897
A4.wav,A4,440.0,1.0,12366,True,600,0.5,False,0,0,,2025-09-19T07:34:28.329793
A#4.wav,A#4,466.16,1.0,12367,True,600,0.5,False,0,0,,2025-09-19T07:34:29.072715
B4.wav,B4,493.88,1.0,12368,True,600,0.5,False,0,0,,2025-09-19T07:34:29.667979
C5.wav,C5,523.25,1.0,12369,True,600,0.5,False,0,0,,2025-09-19T07:34:30.198309
C#5.wav,C#5,554.37,1.0,12370,True,600,0.5,False,0,0,,2025-09-19T07:34:30.691511
D5.wav,D5,587.33,1.0,12371,True,600,0.5,False,0,0,,2025-09-19T07:34:31.021217
D#5.wav,D#5,622.25,1.0,12372,True,600,0.5,False,0,0,,2025-09-19T07:34:31.348315
E5.wav,E5,659.25,1.0,12373,True,600,0.5,False,0,0,,2025-09-19T07:34:31.698484
F5.wav,F5,698.46,1.0,12374,True,600,0.5,False,0,0,,2025-09-19T07:34:32.061299
F#5.wav,F#5,739.99,1.0,12375,True,600,0.5,False,0,0,,2025-09-19T07:34:32.459493
G5.wav,G5,783.99,1.0,12376,True,600,0.5,False,0,0,,2025-09-19T07:34:32.791983
G#5.wav,G#5,830.61,1.0,12377,True,600,0.5,False,0,0,,2025-09-19T07:34:33.198039
A5.wav,A5,880.0,1.0,12378,True,600,0.5,False,0,0,,2025-09-19T07:34:33.619050
