filename,note,frequency_hz,duration_s,seed,has_harmonics,num_harmonics,harmonic_decay,has_vibrato,vibrato_rate_hz,vibrato_depth_cents,snr_db,created_utc
C3.wav,C3,130.81,1.0,12345,False,0,0,False,0,0,0,2025-09-17T06:19:24.216240
C#3.wav,C#3,138.59,1.0,12346,False,0,0,False,0,0,0,2025-09-17T06:19:24.228308
D3.wav,D3,146.83,1.0,12347,False,0,0,False,0,0,0,2025-09-17T06:19:24.242441
D#3.wav,D#3,155.56,1.0,12348,False,0,0,False,0,0,0,2025-09-17T06:19:24.256447
E3.wav,E3,164.81,1.0,12349,False,0,0,False,0,0,0,2025-09-17T06:19:24.270413
F3.wav,F3,174.61,1.0,12350,False,0,0,False,0,0,0,2025-09-17T06:19:24.284228
F#3.wav,F#3,185.0,1.0,12351,False,0,0,False,0,0,0,2025-09-17T06:19:24.294933
G3.wav,G3,196.0,1.0,12352,False,0,0,False,0,0,0,2025-09-17T06:19:24.304077
G#3.wav,G#3,207.65,1.0,12353,False,0,0,False,0,0,0,2025-09-17T06:19:24.313083
A3.wav,A3,220.0,1.0,12354,False,0,0,False,0,0,0,2025-09-17T06:19:24.321350
A#3.wav,A#3,233.08,1.0,12355,False,0,0,False,0,0,0,2025-09-17T06:19:24.332548
B3.wav,B3,246.94,1.0,12356,False,0,0,False,0,0,0,2025-09-17T06:19:24.346945
C4.wav,C4,261.63,1.0,12357,False,0,0,False,0,0,0,2025-09-17T06:19:24.356929
C#4.wav,C#4,277.18,1.0,12358,False,0,0,False,0,0,0,2025-09-17T06:19:24.366061
D4.wav,D4,293.66,1.0,12359,False,0,0,False,0,0,0,2025-09-17T06:19:24.374229
D#4.wav,D#4,311.13,1.0,12360,False,0,0,False,0,0,0,2025-09-17T06:19:24.383048
E4.wav,E4,329.63,1.0,12361,False,0,0,False,0,0,0,2025-09-17T06:19:24.393163
F4.wav,F4,349.23,1.0,12362,False,0,0,False,0,0,0,2025-09-17T06:19:24.404249
F#4.wav,F#4,369.99,1.0,12363,False,0,0,False,0,0,0,2025-09-17T06:19:24.414159
G4.wav,G4,392.0,1.0,12364,False,0,0,False,0,0,0,2025-09-17T06:19:24.425164
G#4.wav,G#4,415.3,1.0,12365,False,0,0,False,0,0,0,2025-09-17T06:19:24.434241
A4.wav,A4,440.0,1.0,12366,False,0,0,False,0,0,0,2025-09-17T06:19:24.442348
A#4.wav,A#4,466.16,1.0,12367,False,0,0,False,0,0,0,2025-09-17T06:19:24.450344
B4.wav,B4,493.88,1.0,12368,False,0,0,False,0,0,0,2025-09-17T06:19:24.459016
C5.wav,C5,523.25,1.0,12369,False,0,0,False,0,0,0,2025-09-17T06:19:24.468296
C#5.wav,C#5,554.37,1.0,12370,False,0,0,False,0,0,0,2025-09-17T06:19:24.476949
D5.wav,D5,587.33,1.0,12371,False,0,0,False,0,0,0,2025-09-17T06:19:24.486929
D#5.wav,D#5,622.25,1.0,12372,False,0,0,False,0,0,0,2025-09-17T06:19:24.496038
E5.wav,E5,659.25,1.0,12373,False,0,0,False,0,0,0,2025-09-17T06:19:24.505037
F5.wav,F5,698.46,1.0,12374,False,0,0,False,0,0,0,2025-09-17T06:19:24.516036
F#5.wav,F#5,739.99,1.0,12375,False,0,0,False,0,0,0,2025-09-17T06:19:24.525134
G5.wav,G5,783.99,1.0,12376,False,0,0,False,0,0,0,2025-09-17T06:19:24.534362
G#5.wav,G#5,830.61,1.0,12377,False,0,0,False,0,0,0,2025-09-17T06:19:24.542363
A5.wav,A5,880.0,1.0,12378,False,0,0,False,0,0,0,2025-09-17T06:19:24.550231
